!64fe -> 64co, beta-decay
!Q=-5.221 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -0.342000              1.831093e-06     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -0.342000              1.831093e-06     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -0.344000              1.826882e-06     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -0.351000              1.793537e-06     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -0.384000              1.681552e-06     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -0.379000              1.948545e-06     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -0.041000              6.511940e-06     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.024000              1.389026e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.279000              7.901515e-02     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -0.342000              1.831093e-06     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -0.342000              1.831093e-06     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -0.342000              1.831093e-06     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -0.344000              1.826882e-06     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -0.351000              1.793537e-06     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -0.384000              1.681552e-06     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -0.379000              1.948545e-06     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -0.041000              6.511940e-06     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.024000              1.389026e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.279000              7.901515e-02     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -0.342000              1.831093e-06     0.00  
