!27na -> 27mg, beta-decay
!Q=-5.63 MeV
!
!Log(rhoY)      Log(temp)       mu              dQ              Vs              Log(beta-decay-rate) Log(nu-energy-loss) Log(gamma-energy)
!Log(g/cm^3)    Log(K)          erg             erg             erg             Log(1/s)             Log(erg/s)          Log(erg/s)       
       1.000000        7.000000   -4.806530e-09            0.00            0.00        0.469000            -4.728290             -100.00  
       1.000000        8.000000   -9.292624e-08            0.00            0.00        0.469000            -4.728290             -100.00  
       1.000000        8.301030   -2.146917e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       1.000000        8.602060   -4.902661e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       1.000000        8.845098   -8.058948e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       1.000000        9.000000   -8.187123e-07            0.00            0.00        0.469001            -4.728290             -100.00  
       1.000000        9.176091   -8.187123e-07            0.00            0.00        0.469011            -4.728290             -100.00  
       1.000000        9.301030   -8.187123e-07            0.00            0.00        0.469055            -4.728290             -100.00  
       1.000000        9.477121   -8.187123e-07            0.00            0.00        0.469363            -4.726290             -100.00  
       1.000000        9.698970   -8.187123e-07            0.00            0.00        0.472738            -4.716290             -100.00  
       1.000000       10.000000   -8.187123e-07            0.00            0.00        0.619931            -4.454290             -100.00  
       1.000000       10.477121   -8.187123e-07            0.00            0.00        2.647213            -2.044290             -100.00  
       1.000000       11.000000   -8.187123e-07            0.00            0.00        5.245310             1.153710             -100.00  
       2.000000        7.000000   -1.602177e-09            0.00            0.00        0.469000            -4.728290             -100.00  
       2.000000        8.000000   -6.088271e-08            0.00            0.00        0.469000            -4.728290             -100.00  
       2.000000        8.301030   -1.522068e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       2.000000        8.602060   -3.636941e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       2.000000        8.845098   -7.145708e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       2.000000        9.000000   -8.107014e-07            0.00            0.00        0.469001            -4.728290             -100.00  
       2.000000        9.176091   -8.187123e-07            0.00            0.00        0.469011            -4.728290             -100.00  
       2.000000        9.301030   -8.187123e-07            0.00            0.00        0.469055            -4.728290             -100.00  
       2.000000        9.477121   -8.187123e-07            0.00            0.00        0.469363            -4.726290             -100.00  
       2.000000        9.698970   -8.187123e-07            0.00            0.00        0.472738            -4.716290             -100.00  
       2.000000       10.000000   -8.187123e-07            0.00            0.00        0.619931            -4.454290             -100.00  
       2.000000       10.477121   -8.187123e-07            0.00            0.00        2.647213            -2.044290             -100.00  
       2.000000       11.000000   -8.187123e-07            0.00            0.00        5.245310             1.153710             -100.00  
       3.000000        7.000000    4.806530e-09            0.00            0.00        0.469000            -4.728290             -100.00  
       3.000000        8.000000   -2.883918e-08            0.00            0.00        0.469000            -4.728290             -100.00  
       3.000000        8.301030   -8.811971e-08            0.00            0.00        0.469000            -4.728290             -100.00  
       3.000000        8.602060   -2.355200e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       3.000000        8.845098   -5.030835e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       3.000000        9.000000   -7.450121e-07            0.00            0.00        0.469000            -4.728290             -100.00  
       3.000000        9.176091   -8.107014e-07            0.00            0.00        0.469011            -4.728290             -100.00  
       3.000000        9.301030   -8.171101e-07            0.00            0.00        0.469054            -4.728290             -100.00  
       3.000000        9.477121   -8.187123e-07            0.00            0.00        0.469362            -4.726290             -100.00  
       3.000000        9.698970   -8.187123e-07            0.00            0.00        0.472738            -4.716290             -100.00  
       3.000000       10.000000   -8.187123e-07            0.00            0.00        0.619931            -4.454290             -100.00  
       3.000000       10.477121   -8.187123e-07            0.00            0.00        2.647213            -2.044290             -100.00  
       3.000000       11.000000   -8.187123e-07            0.00            0.00        5.245310             1.153710             -100.00  
       4.000000        7.000000    1.922612e-08            0.00            0.00        0.469000            -4.728290             -100.00  
       4.000000        8.000000    8.010883e-09            0.00            0.00        0.469000            -4.728290             -100.00  
       4.000000        8.301030   -2.082830e-08            0.00            0.00        0.469000            -4.728290             -100.00  
       4.000000        8.602060   -1.073458e-07            0.00            0.00        0.469000            -4.728290             -100.00  
